# of domain, cohortId1, cohortId2, cohort diff
274 , 9373 , 7752 , 1621
275 , 9373 , 7752 , 1621
276 , 9373 , 7752 , 1621
277 , 9373 , 7752 , 1621
278 , 9373 , 7752 , 1621
279 , 9373 , 7752 , 1621
280 , 9373 , 7752 , 1621
281 , 9373 , 7752 , 1621
282 , 9373 , 314 , 9059
283 , 9373 , 314 , 9059
284 , 9373 , 314 , 9059
285 , 9373 , 314 , 9059
286 , 9373 , 314 , 9059
287 , 9373 , 314 , 9059
288 , 9373 , 314 , 9059
289 , 9373 , 314 , 9059
290 , 9373 , 314 , 9059
291 , 9373 , 314 , 9059
292 , 9373 , 314 , 9059
293 , 9373 , 314 , 9059
294 , 9373 , 314 , 9059
295 , 9373 , 314 , 9059
296 , 9373 , 314 , 9059
297 , 9373 , 7752 , 1621
298 , 9373 , 7752 , 1621
299 , 9373 , 7752 , 1621
300 , 9373 , 314 , 9059
301 , 9373 , 315 , 9058
302 , 9373 , 315 , 9058
303 , 9373 , 315 , 9058
304 , 9373 , 314 , 9059
305 , 9373 , 314 , 9059
306 , 9373 , 314 , 9059
307 , 9373 , 315 , 9058
308 , 9373 , 315 , 9058
309 , 9373 , 315 , 9058
310 , 9373 , 315 , 9058
311 , 9373 , 315 , 9058
312 , 9373 , 315 , 9058
313 , 9373 , 315 , 9058
314 , 9373 , 315 , 9058
315 , 9373 , 315 , 9058
316 , 9373 , 7754 , 1619
317 , 9373 , 7754 , 1619
318 , 9373 , 7754 , 1619
319 , 9373 , 315 , 9058
320 , 9373 , 315 , 9058
321 , 9373 , 315 , 9058
322 , 9373 , 315 , 9058
323 , 9373 , 315 , 9058
324 , 9373 , 315 , 9058
325 , 9373 , 315 , 9058
326 , 9373 , 315 , 9058
327 , 9373 , 315 , 9058
328 , 9373 , 315 , 9058
329 , 9373 , 315 , 9058
330 , 9373 , 315 , 9058
331 , 9373 , 315 , 9058
332 , 9373 , 315 , 9058
333 , 9373 , 315 , 9058
334 , 9373 , 315 , 9058
335 , 9373 , 315 , 9058
336 , 9373 , 315 , 9058
337 , 9373 , 315 , 9058
338 , 9373 , 315 , 9058
339 , 9373 , 315 , 9058
340 , 9373 , 315 , 9058
341 , 9373 , 315 , 9058
342 , 9373 , 314 , 9059
343 , 9373 , 314 , 9059
344 , 9373 , 315 , 9058
345 , 9373 , 315 , 9058
346 , 9373 , 314 , 9059
347 , 9373 , 314 , 9059
348 , 9373 , 314 , 9059
349 , 9373 , 315 , 9058
350 , 9373 , 315 , 9058
351 , 9373 , 315 , 9058
352 , 9373 , 315 , 9058
353 , 9373 , 315 , 9058
354 , 9373 , 315 , 9058
355 , 9373 , 315 , 9058
356 , 9373 , 315 , 9058
357 , 9373 , 315 , 9058
358 , 9373 , 315 , 9058
359 , 9373 , 315 , 9058
360 , 9373 , 315 , 9058
361 , 9373 , 315 , 9058
362 , 9373 , 315 , 9058
363 , 9373 , 315 , 9058
364 , 9373 , 315 , 9058
365 , 9373 , 315 , 9058
366 , 9373 , 315 , 9058
367 , 9373 , 315 , 9058
368 , 9373 , 315 , 9058
369 , 9373 , 315 , 9058
370 , 9373 , 315 , 9058
371 , 9373 , 315 , 9058
372 , 9373 , 315 , 9058
373 , 9373 , 315 , 9058
374 , 9373 , 315 , 9058
375 , 9373 , 315 , 9058
376 , 9373 , 315 , 9058
377 , 9373 , 315 , 9058
378 , 9373 , 315 , 9058
379 , 9373 , 315 , 9058
380 , 9373 , 315 , 9058
381 , 9373 , 315 , 9058
382 , 9373 , 315 , 9058
383 , 9373 , 315 , 9058
384 , 9373 , 315 , 9058
385 , 9373 , 315 , 9058
386 , 9373 , 315 , 9058
387 , 9373 , 315 , 9058
388 , 9373 , 315 , 9058
389 , 9373 , 315 , 9058
390 , 9373 , 315 , 9058
391 , 9373 , 315 , 9058
392 , 9373 , 315 , 9058
393 , 9373 , 315 , 9058
394 , 9373 , 315 , 9058
395 , 9373 , 315 , 9058
396 , 9373 , 315 , 9058
397 , 9373 , 315 , 9058
398 , 9373 , 315 , 9058
399 , 9373 , 315 , 9058
400 , 9373 , 315 , 9058
401 , 9373 , 315 , 9058
402 , 9373 , 315 , 9058
403 , 9373 , 315 , 9058
404 , 9373 , 315 , 9058
405 , 9373 , 315 , 9058
406 , 9373 , 315 , 9058
407 , 9373 , 315 , 9058
408 , 9373 , 315 , 9058
409 , 9373 , 315 , 9058
410 , 9373 , 315 , 9058
411 , 9373 , 315 , 9058
412 , 9373 , 315 , 9058
413 , 9373 , 315 , 9058
414 , 9373 , 315 , 9058
415 , 9373 , 315 , 9058
416 , 9373 , 315 , 9058
417 , 9373 , 315 , 9058
418 , 9373 , 315 , 9058
419 , 9373 , 315 , 9058
420 , 9373 , 315 , 9058
421 , 9373 , 315 , 9058
422 , 9373 , 315 , 9058
423 , 9373 , 315 , 9058
424 , 9373 , 315 , 9058
425 , 9373 , 315 , 9058
426 , 9373 , 315 , 9058
427 , 9373 , 315 , 9058
428 , 9373 , 315 , 9058
429 , 9373 , 315 , 9058
430 , 9373 , 315 , 9058
431 , 9373 , 315 , 9058
432 , 9373 , 315 , 9058
433 , 9373 , 315 , 9058
434 , 9373 , 315 , 9058
435 , 9373 , 315 , 9058
436 , 9373 , 315 , 9058
437 , 9373 , 315 , 9058
438 , 9373 , 1911 , 7462
439 , 9373 , 1911 , 7462
440 , 9373 , 315 , 9058
441 , 9373 , 1911 , 7462
442 , 9373 , 315 , 9058
443 , 9373 , 315 , 9058
444 , 9373 , 315 , 9058
445 , 9373 , 315 , 9058
446 , 9373 , 315 , 9058
447 , 9373 , 315 , 9058
448 , 9373 , 315 , 9058
449 , 9373 , 315 , 9058
450 , 9373 , 315 , 9058
451 , 9373 , 315 , 9058
452 , 9373 , 315 , 9058
453 , 9373 , 315 , 9058
454 , 9373 , 315 , 9058
455 , 9373 , 315 , 9058
456 , 9373 , 315 , 9058
457 , 9373 , 315 , 9058
458 , 9373 , 315 , 9058
459 , 9373 , 315 , 9058
460 , 9373 , 315 , 9058
461 , 9373 , 315 , 9058
462 , 9373 , 315 , 9058
463 , 9373 , 315 , 9058
464 , 9373 , 315 , 9058
465 , 9373 , 315 , 9058
466 , 9373 , 315 , 9058
467 , 9373 , 315 , 9058
468 , 9373 , 315 , 9058
469 , 9373 , 315 , 9058
470 , 9373 , 315 , 9058
471 , 9373 , 315 , 9058
472 , 9373 , 315 , 9058
473 , 9373 , 315 , 9058
474 , 9373 , 315 , 9058
475 , 9373 , 315 , 9058
476 , 9373 , 315 , 9058
477 , 9373 , 315 , 9058
478 , 9373 , 315 , 9058
479 , 9373 , 315 , 9058
480 , 9373 , 315 , 9058
481 , 9373 , 315 , 9058
482 , 9373 , 315 , 9058
483 , 9373 , 315 , 9058
484 , 9373 , 315 , 9058
485 , 9373 , 315 , 9058
486 , 9373 , 315 , 9058
487 , 9373 , 315 , 9058
488 , 9373 , 315 , 9058
489 , 9373 , 315 , 9058
490 , 9373 , 315 , 9058
491 , 9373 , 315 , 9058
492 , 9373 , 315 , 9058
493 , 9373 , 315 , 9058
494 , 9373 , 315 , 9058
495 , 9373 , 315 , 9058
496 , 9373 , 315 , 9058
497 , 9373 , 315 , 9058
498 , 9373 , 315 , 9058
499 , 9373 , 315 , 9058
500 , 9373 , 315 , 9058
501 , 9373 , 315 , 9058
502 , 9373 , 315 , 9058
503 , 9373 , 315 , 9058
504 , 9373 , 315 , 9058
505 , 9373 , 315 , 9058
506 , 9373 , 315 , 9058
507 , 9373 , 315 , 9058
508 , 9373 , 315 , 9058
509 , 9373 , 315 , 9058
510 , 9373 , 315 , 9058
511 , 9373 , 315 , 9058
512 , 9373 , 315 , 9058
513 , 9373 , 315 , 9058
514 , 9373 , 315 , 9058
515 , 9373 , 315 , 9058
516 , 9373 , 315 , 9058
517 , 9373 , 315 , 9058
518 , 9373 , 315 , 9058
519 , 9373 , 315 , 9058
520 , 9373 , 315 , 9058
521 , 9373 , 315 , 9058
522 , 9373 , 315 , 9058
523 , 9373 , 315 , 9058
524 , 9373 , 315 , 9058
525 , 9373 , 315 , 9058
526 , 9373 , 315 , 9058
527 , 9373 , 315 , 9058
528 , 9373 , 315 , 9058
529 , 9373 , 315 , 9058
530 , 9373 , 315 , 9058
531 , 9373 , 315 , 9058
532 , 9373 , 315 , 9058
533 , 9373 , 315 , 9058
534 , 9373 , 315 , 9058
535 , 9373 , 315 , 9058
536 , 9373 , 315 , 9058
537 , 9373 , 315 , 9058
538 , 9373 , 315 , 9058
539 , 9373 , 315 , 9058
540 , 9373 , 315 , 9058
541 , 9373 , 315 , 9058
542 , 9373 , 315 , 9058
543 , 9373 , 315 , 9058
544 , 9373 , 315 , 9058
545 , 9373 , 315 , 9058
546 , 9373 , 315 , 9058
547 , 9373 , 315 , 9058
548 , 9373 , 315 , 9058
549 , 9373 , 315 , 9058
550 , 9373 , 315 , 9058
551 , 9373 , 315 , 9058
552 , 9373 , 315 , 9058
553 , 9373 , 315 , 9058
554 , 9373 , 315 , 9058
555 , 9373 , 315 , 9058
556 , 9373 , 315 , 9058
557 , 9373 , 315 , 9058
558 , 9373 , 315 , 9058
559 , 9373 , 315 , 9058
560 , 9373 , 315 , 9058
561 , 9373 , 315 , 9058
562 , 9373 , 315 , 9058
563 , 9373 , 315 , 9058
564 , 9373 , 315 , 9058
565 , 9373 , 315 , 9058
566 , 9373 , 315 , 9058
567 , 9373 , 315 , 9058
568 , 9373 , 315 , 9058
569 , 9373 , 315 , 9058
570 , 9373 , 315 , 9058
571 , 9373 , 315 , 9058
572 , 9373 , 315 , 9058
573 , 9373 , 315 , 9058
574 , 9373 , 315 , 9058
575 , 9373 , 315 , 9058
576 , 9373 , 315 , 9058
577 , 9373 , 315 , 9058
578 , 9373 , 315 , 9058
579 , 9373 , 315 , 9058
580 , 9373 , 315 , 9058
581 , 9373 , 315 , 9058
582 , 9373 , 315 , 9058
583 , 9373 , 315 , 9058
584 , 9373 , 315 , 9058
585 , 9373 , 315 , 9058
586 , 9373 , 315 , 9058
587 , 9373 , 315 , 9058
588 , 9373 , 315 , 9058
589 , 9373 , 315 , 9058
590 , 9373 , 315 , 9058
591 , 9373 , 315 , 9058
592 , 9373 , 315 , 9058
593 , 9373 , 315 , 9058
594 , 9373 , 315 , 9058
595 , 9373 , 315 , 9058
596 , 9373 , 315 , 9058
597 , 9373 , 315 , 9058
598 , 9373 , 315 , 9058
599 , 9373 , 315 , 9058
600 , 9373 , 315 , 9058
601 , 9373 , 315 , 9058
602 , 9373 , 315 , 9058
603 , 9373 , 315 , 9058
604 , 9373 , 315 , 9058
605 , 9373 , 315 , 9058
606 , 9373 , 315 , 9058
607 , 9373 , 315 , 9058
608 , 9373 , 315 , 9058
609 , 9373 , 315 , 9058
610 , 9373 , 315 , 9058
611 , 9373 , 315 , 9058
612 , 9373 , 315 , 9058
613 , 9373 , 315 , 9058
614 , 9373 , 315 , 9058
615 , 9373 , 315 , 9058
616 , 9373 , 315 , 9058
617 , 9373 , 315 , 9058
618 , 9373 , 315 , 9058
619 , 9373 , 315 , 9058
620 , 9373 , 315 , 9058
621 , 9373 , 315 , 9058
622 , 9373 , 315 , 9058
623 , 9373 , 315 , 9058
624 , 9373 , 315 , 9058
625 , 9373 , 315 , 9058
626 , 9373 , 315 , 9058
627 , 9373 , 315 , 9058
628 , 9373 , 315 , 9058
629 , 9373 , 315 , 9058
630 , 9373 , 315 , 9058
631 , 9373 , 315 , 9058
632 , 9373 , 315 , 9058
633 , 9373 , 315 , 9058
634 , 9373 , 315 , 9058
635 , 9373 , 315 , 9058
636 , 9373 , 315 , 9058
637 , 9373 , 315 , 9058
638 , 9373 , 315 , 9058
639 , 9373 , 315 , 9058
640 , 9373 , 315 , 9058
641 , 9373 , 315 , 9058
642 , 9373 , 315 , 9058
643 , 9373 , 315 , 9058
644 , 9373 , 315 , 9058
645 , 9373 , 315 , 9058
646 , 9373 , 315 , 9058
647 , 9373 , 315 , 9058
648 , 9373 , 315 , 9058
649 , 9373 , 315 , 9058
650 , 9373 , 315 , 9058
651 , 9373 , 315 , 9058
652 , 9373 , 315 , 9058
653 , 9373 , 315 , 9058
654 , 9373 , 315 , 9058
655 , 9373 , 315 , 9058
656 , 9373 , 315 , 9058
657 , 9373 , 315 , 9058
658 , 9373 , 315 , 9058
659 , 9373 , 315 , 9058
660 , 9373 , 315 , 9058
661 , 9373 , 315 , 9058
662 , 9373 , 315 , 9058
663 , 9373 , 315 , 9058
664 , 9373 , 315 , 9058
665 , 9373 , 315 , 9058
666 , 9373 , 315 , 9058
667 , 9373 , 315 , 9058
668 , 9373 , 315 , 9058
669 , 9373 , 315 , 9058
670 , 9373 , 315 , 9058
671 , 9373 , 315 , 9058
672 , 9373 , 315 , 9058
673 , 9373 , 315 , 9058
674 , 9373 , 315 , 9058
675 , 9373 , 315 , 9058
676 , 9373 , 315 , 9058
677 , 9373 , 315 , 9058
678 , 9373 , 315 , 9058
679 , 9373 , 315 , 9058
680 , 9373 , 315 , 9058
681 , 9373 , 315 , 9058
682 , 9373 , 315 , 9058
683 , 9373 , 315 , 9058
684 , 9373 , 315 , 9058
685 , 9373 , 315 , 9058
686 , 9373 , 315 , 9058
687 , 9373 , 315 , 9058
688 , 9373 , 315 , 9058
689 , 9373 , 315 , 9058
690 , 9373 , 315 , 9058
691 , 9373 , 315 , 9058
692 , 9373 , 315 , 9058
693 , 9373 , 315 , 9058
694 , 9373 , 315 , 9058
695 , 9373 , 315 , 9058
696 , 9373 , 315 , 9058
697 , 9373 , 315 , 9058
698 , 9373 , 315 , 9058
699 , 9373 , 315 , 9058
700 , 9373 , 315 , 9058
701 , 9373 , 315 , 9058
702 , 9373 , 315 , 9058
703 , 9373 , 315 , 9058
704 , 9373 , 315 , 9058
705 , 9373 , 315 , 9058
706 , 9373 , 315 , 9058
707 , 9373 , 315 , 9058
708 , 9373 , 315 , 9058
709 , 9373 , 315 , 9058
710 , 9373 , 315 , 9058
711 , 9373 , 315 , 9058
712 , 9373 , 315 , 9058
713 , 9373 , 315 , 9058
714 , 9373 , 315 , 9058
715 , 9373 , 315 , 9058
716 , 9373 , 315 , 9058
717 , 9373 , 315 , 9058
718 , 9373 , 315 , 9058
719 , 9373 , 315 , 9058
720 , 9373 , 315 , 9058
721 , 9373 , 315 , 9058
722 , 9373 , 315 , 9058
723 , 9373 , 315 , 9058
724 , 9373 , 315 , 9058
725 , 9373 , 315 , 9058
726 , 9373 , 315 , 9058
727 , 9373 , 315 , 9058
728 , 9373 , 315 , 9058
729 , 9373 , 315 , 9058
730 , 9373 , 315 , 9058
731 , 9373 , 315 , 9058
732 , 9373 , 315 , 9058
733 , 9373 , 315 , 9058
734 , 9373 , 315 , 9058
735 , 9373 , 315 , 9058
736 , 9373 , 315 , 9058
737 , 9373 , 315 , 9058
738 , 9373 , 315 , 9058
739 , 9373 , 315 , 9058
740 , 9373 , 315 , 9058
741 , 9373 , 315 , 9058
742 , 9373 , 315 , 9058
743 , 9373 , 315 , 9058
744 , 9373 , 315 , 9058
745 , 9373 , 315 , 9058
746 , 9373 , 315 , 9058
747 , 9373 , 315 , 9058
748 , 9373 , 315 , 9058
749 , 9373 , 315 , 9058
750 , 9373 , 315 , 9058
751 , 9373 , 315 , 9058
752 , 9373 , 315 , 9058
753 , 9373 , 315 , 9058
754 , 9373 , 315 , 9058
755 , 9373 , 315 , 9058
756 , 9373 , 315 , 9058
757 , 9373 , 315 , 9058
758 , 9373 , 315 , 9058
759 , 9373 , 315 , 9058
760 , 9373 , 315 , 9058
761 , 9373 , 315 , 9058
762 , 9373 , 315 , 9058
763 , 9373 , 315 , 9058
764 , 9373 , 315 , 9058
765 , 9373 , 315 , 9058
766 , 9373 , 315 , 9058
767 , 9373 , 315 , 9058
768 , 9373 , 315 , 9058
769 , 9373 , 315 , 9058
770 , 9373 , 315 , 9058
771 , 9373 , 315 , 9058
772 , 9373 , 315 , 9058
773 , 9373 , 315 , 9058
774 , 9373 , 315 , 9058
775 , 9373 , 315 , 9058
776 , 9373 , 315 , 9058
777 , 9373 , 315 , 9058
778 , 9373 , 315 , 9058
779 , 9373 , 315 , 9058
780 , 9373 , 315 , 9058
781 , 9373 , 315 , 9058
782 , 9373 , 315 , 9058
783 , 9373 , 315 , 9058
784 , 9373 , 315 , 9058
785 , 9373 , 315 , 9058
786 , 9373 , 315 , 9058
787 , 9373 , 315 , 9058
788 , 9373 , 315 , 9058
789 , 9373 , 315 , 9058
790 , 9373 , 315 , 9058
791 , 9373 , 315 , 9058
792 , 9373 , 315 , 9058
793 , 9373 , 315 , 9058
794 , 9373 , 315 , 9058
795 , 9373 , 315 , 9058
796 , 9373 , 315 , 9058
797 , 9373 , 315 , 9058
798 , 9373 , 315 , 9058
799 , 9373 , 315 , 9058
800 , 9373 , 315 , 9058
801 , 9373 , 315 , 9058
802 , 9373 , 315 , 9058
803 , 9373 , 315 , 9058
804 , 9373 , 315 , 9058
805 , 9373 , 315 , 9058
806 , 9373 , 315 , 9058
807 , 9373 , 315 , 9058
808 , 9373 , 315 , 9058
809 , 9373 , 315 , 9058
810 , 9373 , 315 , 9058
811 , 9373 , 315 , 9058
812 , 9373 , 315 , 9058
813 , 9373 , 315 , 9058
814 , 9373 , 315 , 9058
815 , 9373 , 315 , 9058
816 , 9373 , 315 , 9058
817 , 9373 , 315 , 9058
818 , 9373 , 315 , 9058
819 , 9373 , 315 , 9058
820 , 9373 , 315 , 9058
821 , 9373 , 315 , 9058
822 , 9373 , 315 , 9058
823 , 9373 , 315 , 9058
824 , 9373 , 315 , 9058
825 , 9373 , 315 , 9058
826 , 9373 , 315 , 9058
827 , 9373 , 315 , 9058
828 , 9373 , 315 , 9058
829 , 9373 , 315 , 9058
830 , 9373 , 315 , 9058
831 , 9373 , 315 , 9058
832 , 9373 , 315 , 9058
833 , 9373 , 315 , 9058
834 , 9373 , 315 , 9058
835 , 9373 , 315 , 9058
836 , 9373 , 315 , 9058
837 , 9373 , 315 , 9058
838 , 9373 , 315 , 9058
839 , 9373 , 315 , 9058
840 , 9373 , 315 , 9058
841 , 9373 , 315 , 9058
842 , 9373 , 315 , 9058
843 , 9373 , 315 , 9058
844 , 9373 , 315 , 9058
845 , 9373 , 315 , 9058
846 , 9373 , 315 , 9058
847 , 9373 , 315 , 9058
848 , 9373 , 315 , 9058
849 , 9373 , 315 , 9058
850 , 9373 , 315 , 9058
851 , 9373 , 315 , 9058
852 , 9373 , 315 , 9058
853 , 9373 , 315 , 9058
854 , 9373 , 315 , 9058
855 , 9373 , 315 , 9058
856 , 9373 , 315 , 9058
