# of domain, cohortId1, cohortId2, cohort diff
317 , 315 , 315 , 0
318 , 315 , 315 , 0
319 , 315 , 315 , 0
320 , 315 , 315 , 0
321 , 315 , 315 , 0
322 , 315 , 315 , 0
323 , 315 , 315 , 0
324 , 315 , 315 , 0
325 , 315 , 315 , 0
326 , 315 , 315 , 0
327 , 315 , 315 , 0
328 , 315 , 315 , 0
329 , 315 , 315 , 0
330 , 315 , 315 , 0
331 , 315 , 315 , 0
332 , 315 , 315 , 0
333 , 315 , 315 , 0
334 , 315 , 315 , 0
335 , 315 , 315 , 0
336 , 315 , 315 , 0
337 , 315 , 7754 , -7439
338 , 315 , 7754 , -7439
339 , 315 , 315 , 0
340 , 315 , 315 , 0
341 , 315 , 315 , 0
342 , 315 , 315 , 0
343 , 315 , 315 , 0
344 , 315 , 315 , 0
345 , 315 , 315 , 0
346 , 315 , 315 , 0
347 , 315 , 315 , 0
348 , 315 , 315 , 0
349 , 315 , 315 , 0
350 , 315 , 315 , 0
351 , 315 , 315 , 0
352 , 315 , 315 , 0
353 , 315 , 315 , 0
354 , 315 , 315 , 0
355 , 315 , 315 , 0
356 , 315 , 315 , 0
357 , 315 , 315 , 0
358 , 315 , 315 , 0
359 , 315 , 315 , 0
360 , 315 , 315 , 0
361 , 315 , 315 , 0
362 , 315 , 315 , 0
363 , 315 , 315 , 0
364 , 315 , 315 , 0
365 , 315 , 315 , 0
366 , 315 , 315 , 0
367 , 315 , 315 , 0
368 , 315 , 315 , 0
369 , 315 , 315 , 0
370 , 315 , 315 , 0
371 , 315 , 315 , 0
372 , 315 , 315 , 0
373 , 315 , 315 , 0
374 , 315 , 315 , 0
375 , 315 , 315 , 0
376 , 315 , 315 , 0
377 , 315 , 315 , 0
378 , 315 , 315 , 0
379 , 315 , 315 , 0
380 , 315 , 315 , 0
381 , 315 , 315 , 0
382 , 315 , 315 , 0
383 , 315 , 315 , 0
384 , 315 , 315 , 0
385 , 315 , 315 , 0
386 , 315 , 315 , 0
387 , 315 , 315 , 0
388 , 315 , 315 , 0
389 , 315 , 315 , 0
390 , 315 , 315 , 0
391 , 315 , 315 , 0
392 , 315 , 315 , 0
393 , 315 , 315 , 0
394 , 315 , 315 , 0
395 , 315 , 315 , 0
396 , 315 , 315 , 0
397 , 315 , 315 , 0
398 , 315 , 315 , 0
399 , 315 , 315 , 0
400 , 315 , 315 , 0
401 , 315 , 315 , 0
402 , 315 , 315 , 0
403 , 315 , 315 , 0
404 , 315 , 315 , 0
405 , 315 , 315 , 0
406 , 315 , 315 , 0
407 , 315 , 315 , 0
408 , 315 , 315 , 0
409 , 315 , 315 , 0
410 , 315 , 315 , 0
411 , 315 , 315 , 0
412 , 315 , 315 , 0
413 , 315 , 315 , 0
414 , 315 , 315 , 0
415 , 315 , 315 , 0
416 , 315 , 315 , 0
417 , 315 , 315 , 0
418 , 315 , 315 , 0
419 , 315 , 315 , 0
420 , 315 , 315 , 0
421 , 315 , 315 , 0
422 , 315 , 315 , 0
423 , 315 , 315 , 0
424 , 315 , 315 , 0
425 , 315 , 315 , 0
426 , 315 , 315 , 0
427 , 315 , 315 , 0
428 , 315 , 315 , 0
429 , 315 , 315 , 0
430 , 315 , 315 , 0
431 , 315 , 315 , 0
432 , 315 , 315 , 0
433 , 315 , 315 , 0
434 , 315 , 315 , 0
435 , 315 , 315 , 0
436 , 315 , 315 , 0
437 , 315 , 315 , 0
438 , 315 , 315 , 0
439 , 315 , 315 , 0
440 , 315 , 315 , 0
441 , 315 , 315 , 0
442 , 315 , 315 , 0
443 , 315 , 315 , 0
444 , 315 , 315 , 0
445 , 315 , 315 , 0
446 , 315 , 315 , 0
447 , 315 , 315 , 0
448 , 315 , 315 , 0
449 , 315 , 315 , 0
450 , 315 , 315 , 0
451 , 315 , 315 , 0
452 , 315 , 315 , 0
453 , 315 , 315 , 0
454 , 315 , 315 , 0
455 , 315 , 315 , 0
456 , 315 , 315 , 0
457 , 315 , 315 , 0
458 , 315 , 315 , 0
459 , 315 , 315 , 0
460 , 315 , 315 , 0
461 , 315 , 315 , 0
462 , 315 , 315 , 0
463 , 315 , 315 , 0
464 , 315 , 315 , 0
465 , 315 , 315 , 0
466 , 315 , 315 , 0
467 , 315 , 315 , 0
468 , 315 , 315 , 0
469 , 315 , 315 , 0
470 , 315 , 315 , 0
471 , 315 , 315 , 0
472 , 315 , 315 , 0
473 , 315 , 315 , 0
474 , 315 , 315 , 0
475 , 315 , 315 , 0
476 , 315 , 1911 , -1596
477 , 315 , 1911 , -1596
478 , 315 , 1911 , -1596
479 , 315 , 1911 , -1596
480 , 315 , 1911 , -1596
481 , 315 , 1911 , -1596
482 , 315 , 1911 , -1596
483 , 315 , 1911 , -1596
484 , 315 , 1911 , -1596
485 , 315 , 1911 , -1596
486 , 315 , 1911 , -1596
487 , 315 , 1911 , -1596
488 , 315 , 1911 , -1596
489 , 315 , 1911 , -1596
490 , 315 , 1911 , -1596
491 , 315 , 1911 , -1596
492 , 315 , 1911 , -1596
493 , 315 , 1911 , -1596
494 , 315 , 1911 , -1596
495 , 315 , 1911 , -1596
496 , 315 , 1911 , -1596
497 , 315 , 1911 , -1596
498 , 315 , 1911 , -1596
499 , 315 , 1911 , -1596
500 , 315 , 1911 , -1596
501 , 315 , 1911 , -1596
502 , 315 , 1911 , -1596
503 , 315 , 1911 , -1596
504 , 315 , 1911 , -1596
505 , 315 , 1911 , -1596
506 , 315 , 1911 , -1596
507 , 315 , 1911 , -1596
508 , 315 , 1911 , -1596
509 , 315 , 1911 , -1596
510 , 315 , 1911 , -1596
511 , 315 , 1911 , -1596
512 , 315 , 1911 , -1596
513 , 315 , 1911 , -1596
514 , 315 , 1911 , -1596
515 , 315 , 1911 , -1596
516 , 315 , 1911 , -1596
517 , 315 , 1911 , -1596
518 , 315 , 1911 , -1596
519 , 315 , 1911 , -1596
520 , 315 , 1911 , -1596
521 , 315 , 1911 , -1596
522 , 315 , 1911 , -1596
523 , 315 , 1911 , -1596
524 , 315 , 1911 , -1596
525 , 315 , 1911 , -1596
526 , 315 , 1911 , -1596
527 , 315 , 1911 , -1596
528 , 315 , 1911 , -1596
529 , 315 , 1911 , -1596
530 , 315 , 1911 , -1596
531 , 315 , 1911 , -1596
532 , 315 , 1911 , -1596
533 , 315 , 1911 , -1596
534 , 315 , 1911 , -1596
535 , 315 , 1911 , -1596
536 , 315 , 9375 , -9060
537 , 315 , 9375 , -9060
538 , 315 , 9375 , -9060
539 , 315 , 9375 , -9060
540 , 315 , 9375 , -9060
541 , 315 , 9375 , -9060
542 , 315 , 9375 , -9060
543 , 315 , 9375 , -9060
544 , 315 , 9375 , -9060
545 , 315 , 9375 , -9060
546 , 315 , 9375 , -9060
547 , 315 , 9375 , -9060
548 , 315 , 9375 , -9060
549 , 315 , 9375 , -9060
550 , 315 , 9375 , -9060
551 , 315 , 9375 , -9060
552 , 315 , 9375 , -9060
553 , 315 , 9375 , -9060
554 , 315 , 9375 , -9060
555 , 315 , 9375 , -9060
556 , 315 , 9375 , -9060
557 , 315 , 9375 , -9060
558 , 315 , 9375 , -9060
559 , 315 , 9375 , -9060
560 , 315 , 9375 , -9060
561 , 315 , 9375 , -9060
562 , 315 , 9375 , -9060
563 , 315 , 9375 , -9060
564 , 315 , 9375 , -9060
565 , 315 , 9375 , -9060
566 , 315 , 9375 , -9060
567 , 315 , 9375 , -9060
