# of domain, cohortId1, cohortId2, diff
848 , 2332 , 2332 , 0
849 , 2332 , 2332 , 0
850 , 2332 , 2332 , 0
851 , 2332 , 2332 , 0
852 , 2332 , 2332 , 0
853 , 2332 , 2332 , 0
854 , 2332 , 2332 , 0
855 , 2332 , 2332 , 0
856 , 2332 , 2332 , 0
857 , 2332 , 2332 , 0
858 , 2332 , 2332 , 0
859 , 2332 , 2332 , 0
860 , 2332 , 2332 , 0
861 , 2332 , 2332 , 0
862 , 2332 , 2332 , 0
863 , 2332 , 2332 , 0
864 , 17438 , 2332 , 15106
865 , 2332 , 2332 , 0
866 , 17438 , 17438 , 0
867 , 2332 , 17438 , -15106
868 , 17438 , 17438 , 0
869 , 17438 , 17438 , 0
870 , 17438 , 17438 , 0
871 , 17438 , 2332 , 15106
872 , 17438 , 2332 , 15106
873 , 17438 , 17438 , 0
874 , 17438 , 17438 , 0
875 , 2332 , 17438 , -15106
876 , 17438 , 17438 , 0
877 , 17438 , 2332 , 15106
878 , 2332 , 17438 , -15106
879 , 17438 , 17438 , 0
880 , 17438 , 2332 , 15106
881 , 2332 , 2332 , 0
882 , 2332 , 2332 , 0
883 , 2332 , 17438 , -15106
884 , 2332 , 17438 , -15106
885 , 2332 , 2332 , 0
886 , 2332 , 17438 , -15106
887 , 17438 , 17438 , 0
888 , 17438 , 2332 , 15106
889 , 2332 , 2332 , 0
890 , 17438 , 17438 , 0
891 , 17438 , 2332 , 15106
892 , 2332 , 2332 , 0
893 , 17438 , 17438 , 0
894 , 2332 , 2332 , 0
895 , 2332 , 2332 , 0
896 , 2332 , 2332 , 0
897 , 2332 , 2332 , 0
898 , 2332 , 2332 , 0
899 , 2332 , 2332 , 0
900 , 2332 , 2332 , 0
901 , 2332 , 2332 , 0
902 , 2332 , 2332 , 0
903 , 2332 , 2332 , 0
904 , 2332 , 2332 , 0
905 , 2332 , 2332 , 0
906 , 2332 , 2332 , 0
907 , 2332 , 2332 , 0
908 , 2332 , 2332 , 0
909 , 2332 , 2332 , 0
910 , 2332 , 2332 , 0
911 , 2332 , 2332 , 0
912 , 2332 , 2332 , 0
913 , 2332 , 2332 , 0
914 , 2332 , 2332 , 0
915 , 2332 , 2332 , 0
916 , 2332 , 2332 , 0
917 , 2332 , 2332 , 0
918 , 2332 , 2332 , 0
919 , 2332 , 2332 , 0
920 , 2332 , 2332 , 0
921 , 2332 , 2332 , 0
922 , 2332 , 2332 , 0
923 , 2332 , 2332 , 0
924 , 2332 , 2332 , 0
925 , 2332 , 2332 , 0
926 , 2332 , 2332 , 0
927 , 2332 , 2332 , 0
928 , 2332 , 2332 , 0
929 , 2332 , 2332 , 0
930 , 2332 , 2332 , 0
931 , 2332 , 2332 , 0
932 , 2332 , 2332 , 0
933 , 2332 , 2332 , 0
934 , 2332 , 2332 , 0
935 , 2332 , 2332 , 0
936 , 2332 , 2332 , 0
937 , 2332 , 2332 , 0
938 , 2332 , 2332 , 0
939 , 2332 , 2332 , 0
940 , 2332 , 2332 , 0
941 , 2332 , 2332 , 0
942 , 2332 , 2332 , 0
943 , 2332 , 2332 , 0
944 , 2332 , 2332 , 0
945 , 2332 , 17438 , -15106
946 , 17438 , 17438 , 0
947 , 2332 , 2332 , 0
948 , 2332 , 2332 , 0
949 , 2332 , 17438 , -15106
950 , 2332 , 2332 , 0
951 , 2332 , 2332 , 0
952 , 2332 , 2332 , 0
953 , 2332 , 2332 , 0
954 , 2332 , 2332 , 0
955 , 2332 , 17438 , -15106
956 , 2332 , 2332 , 0
957 , 2332 , 2332 , 0
958 , 17438 , 17435 , 3
959 , 17435 , 17435 , 0
960 , 17435 , 17435 , 0
961 , 17435 , 17435 , 0
962 , 17435 , 2329 , 15106
963 , 2329 , 17435 , -15106
964 , 17435 , 2329 , 15106
965 , 2329 , 2329 , 0
966 , 2329 , 2329 , 0
967 , 2329 , 2329 , 0
968 , 2329 , 2329 , 0
969 , 2329 , 2329 , 0
970 , 2329 , 2332 , -3
971 , 2329 , 2329 , 0
972 , 2329 , 2329 , 0
973 , 2329 , 2329 , 0
974 , 2329 , 2329 , 0
975 , 2329 , 2329 , 0
976 , 2329 , 2329 , 0
977 , 2329 , 2332 , -3
978 , 2329 , 2329 , 0
979 , 2329 , 2329 , 0
980 , 2329 , 2329 , 0
981 , 2329 , 2329 , 0
982 , 2329 , 2329 , 0
983 , 2329 , 2329 , 0
984 , 17435 , 2329 , 15106
985 , 2332 , 2332 , 0
986 , 2329 , 17435 , -15106
987 , 17435 , 17435 , 0
988 , 17435 , 17435 , 0
989 , 17435 , 2329 , 15106
990 , 17435 , 17435 , 0
991 , 17435 , 17435 , 0
992 , 17435 , 17435 , 0
993 , 17435 , 17435 , 0
994 , 17435 , 17435 , 0
995 , 17435 , 17438 , -3
996 , 17435 , 17435 , 0
997 , 17435 , 17435 , 0
998 , 17435 , 17435 , 0
999 , 17435 , 17438 , -3
1000 , 17435 , 17435 , 0
1001 , 17435 , 17435 , 0
1002 , 17435 , 17435 , 0
1003 , 17435 , 17435 , 0
1004 , 17435 , 17435 , 0
1005 , 17435 , 17435 , 0
1006 , 17435 , 17435 , 0
1007 , 17435 , 17435 , 0
1008 , 17435 , 17435 , 0
1009 , 17435 , 17435 , 0
1010 , 17435 , 2329 , 15106
1011 , 17435 , 17435 , 0
1012 , 17435 , 17435 , 0
1013 , 17435 , 2329 , 15106
1014 , 2329 , 2329 , 0
1015 , 17435 , 17435 , 0
1016 , 17435 , 2329 , 15106
1017 , 2329 , 2329 , 0
1018 , 17435 , 2329 , 15106
1019 , 2329 , 2329 , 0
1020 , 2329 , 2329 , 0
1021 , 2329 , 2329 , 0
1022 , 17435 , 2329 , 15106
1023 , 17435 , 17435 , 0
1024 , 17435 , 2329 , 15106
1025 , 2329 , 2329 , 0
1026 , 17435 , 17435 , 0
1027 , 17435 , 17435 , 0
1028 , 2329 , 2329 , 0
1029 , 2329 , 2329 , 0
1030 , 2329 , 2329 , 0
1031 , 2329 , 2329 , 0
1032 , 2329 , 2329 , 0
1033 , 2329 , 2329 , 0
1034 , 2329 , 2329 , 0
1035 , 2329 , 2329 , 0
1036 , 2329 , 2329 , 0
1037 , 2329 , 2329 , 0
1038 , 2329 , 2329 , 0
1039 , 2329 , 2329 , 0
1040 , 2329 , 2329 , 0
1041 , 2329 , 2329 , 0
1042 , 2329 , 2329 , 0
1043 , 2329 , 2329 , 0
1044 , 2332 , 2329 , 3
1045 , 2329 , 2329 , 0
1046 , 2329 , 2329 , 0
1047 , 2329 , 2329 , 0
1048 , 2329 , 2329 , 0
1049 , 2329 , 2329 , 0
1050 , 2329 , 2329 , 0
1051 , 2329 , 2329 , 0
1052 , 2329 , 2329 , 0
1053 , 2329 , 2329 , 0
1054 , 2329 , 2329 , 0
1055 , 2329 , 2329 , 0
1056 , 2350 , 2329 , 21
1057 , 2350 , 2329 , 21
1058 , 2350 , 2350 , 0
1059 , 2350 , 2350 , 0
1060 , 2350 , 2350 , 0
1061 , 2329 , 2350 , -21
1062 , 2350 , 2329 , 21
1063 , 2329 , 2329 , 0
1064 , 2350 , 2350 , 0
1065 , 2350 , 2350 , 0
1066 , 2350 , 2350 , 0
1067 , 2350 , 2350 , 0
1068 , 2350 , 2350 , 0
1069 , 2350 , 2350 , 0
1070 , 2350 , 2329 , 21
1071 , 2329 , 2350 , -21
1072 , 2350 , 2350 , 0
1073 , 2329 , 2329 , 0
1074 , 2329 , 2350 , -21
1075 , 2329 , 2329 , 0
1076 , 2329 , 2329 , 0
1077 , 2329 , 2350 , -21
1078 , 2350 , 2329 , 21
1079 , 2329 , 2329 , 0
1080 , 2329 , 2350 , -21
1081 , 2350 , 2350 , 0
1082 , 2350 , 2329 , 21
1083 , 2329 , 2329 , 0
1084 , 2350 , 2329 , 21
1085 , 2329 , 2329 , 0
1086 , 2329 , 2350 , -21
1087 , 2350 , 2350 , 0
1088 , 2329 , 2329 , 0
1089 , 2329 , 2350 , -21
1090 , 2350 , 2350 , 0
1091 , 2350 , 2350 , 0
1092 , 2350 , 2350 , 0
1093 , 2350 , 2350 , 0
1094 , 2350 , 2350 , 0
1095 , 2350 , 2350 , 0
1096 , 2350 , 2350 , 0
1097 , 2350 , 2350 , 0
1098 , 2350 , 2350 , 0
1099 , 2350 , 2350 , 0
1100 , 2350 , 2350 , 0
1101 , 2350 , 2350 , 0
1102 , 2350 , 2350 , 0
1103 , 2350 , 2350 , 0
1104 , 2350 , 2350 , 0
1105 , 2350 , 2329 , 21
1106 , 2329 , 2350 , -21
1107 , 2350 , 2350 , 0
1108 , 2350 , 2350 , 0
1109 , 2350 , 2350 , 0
1110 , 2350 , 2350 , 0
1111 , 2350 , 2350 , 0
1112 , 2350 , 2350 , 0
1113 , 2350 , 2350 , 0
1114 , 2350 , 2350 , 0
1115 , 2350 , 2350 , 0
1116 , 2350 , 2350 , 0
1117 , 2350 , 2350 , 0
1118 , 2350 , 2350 , 0
1119 , 2350 , 2353 , -3
1120 , 2353 , 2350 , 3
1121 , 2350 , 2350 , 0
1122 , 2350 , 2350 , 0
1123 , 2350 , 2350 , 0
1124 , 2350 , 2350 , 0
1125 , 2350 , 2350 , 0
1126 , 2350 , 2350 , 0
1127 , 2350 , 2350 , 0
1128 , 2350 , 2350 , 0
1129 , 2350 , 2350 , 0
1130 , 2350 , 2350 , 0
1131 , 2350 , 2353 , -3
1132 , 2353 , 2350 , 3
1133 , 2350 , 2350 , 0
1134 , 2350 , 2353 , -3
1135 , 2353 , 2350 , 3
1136 , 2350 , 2353 , -3
1137 , 2353 , 2353 , 0
1138 , 2350 , 2350 , 0
1139 , 2350 , 2350 , 0
1140 , 2350 , 2350 , 0
1141 , 2350 , 2353 , -3
1142 , 2350 , 2350 , 0
1143 , 2350 , 2350 , 0
1144 , 2350 , 2350 , 0
1145 , 2350 , 2350 , 0
1146 , 2350 , 2329 , 21
1147 , 2350 , 2350 , 0
1148 , 2350 , 2350 , 0
1149 , 2350 , 2350 , 0
1150 , 2350 , 2350 , 0
1151 , 2350 , 2350 , 0
1152 , 2350 , 2350 , 0
1153 , 2350 , 2350 , 0
1154 , 2350 , 9841 , -7491
1155 , 2350 , 2350 , 0
1156 , 2350 , 2350 , 0
1157 , 2350 , 9841 , -7491
1158 , 2350 , 2350 , 0
1159 , 2350 , 2350 , 0
1160 , 2353 , 9841 , -7488
1161 , 2350 , 2350 , 0
1162 , 2350 , 2353 , -3
1163 , 2353 , 2350 , 3
1164 , 2348 , 2350 , -2
1165 , 2352 , 9841 , -7489
1166 , 2350 , 2348 , 2
1167 , 2352 , 2348 , 4
1168 , 2350 , 2348 , 2
1169 , 2353 , 2350 , 3
1170 , 2348 , 9841 , -7493
1171 , 9841 , 9841 , 0
1172 , 9839 , 2350 , 7489
1173 , 2350 , 9839 , -7489
1174 , 9839 , 9839 , 0
1175 , 9839 , 9841 , -2
1176 , 9841 , 9841 , 0
1177 , 9839 , 9839 , 0
1178 , 9839 , 9839 , 0
1179 , 9839 , 9839 , 0
1180 , 9841 , 9839 , 2
1181 , 9839 , 9839 , 0
1182 , 9841 , 9839 , 2
1183 , 9839 , 9841 , -2
1184 , 9841 , 9841 , 0
1185 , 9841 , 9841 , 0
1186 , 9841 , 9841 , 0
1187 , 9841 , 9841 , 0
1188 , 9841 , 9841 , 0
1189 , 9841 , 9841 , 0
1190 , 9841 , 9841 , 0
1191 , 9841 , 9841 , 0
1192 , 9841 , 2350 , 7491
1193 , 2350 , 9841 , -7491
1194 , 9841 , 9841 , 0
1195 , 2350 , 9841 , -7491
1196 , 9841 , 9839 , 2
1197 , 2348 , 2348 , 0
1198 , 9841 , 2350 , 7491
1199 , 2350 , 2350 , 0
1200 , 2348 , 2348 , 0
1201 , 2348 , 2350 , -2
1202 , 2350 , 2348 , 2
1203 , 2348 , 2348 , 0
1204 , 2350 , 9841 , -7491
1205 , 9841 , 2350 , 7491
1206 , 2350 , 2350 , 0
1207 , 9841 , 2348 , 7493
1208 , 2350 , 9841 , -7491
1209 , 2350 , 2350 , 0
1210 , 2350 , 2350 , 0
1211 , 2350 , 2350 , 0
1212 , 2350 , 2350 , 0
1213 , 2348 , 2350 , -2
1214 , 2350 , 2348 , 2
1215 , 2348 , 2348 , 0
1216 , 2348 , 2348 , 0
1217 , 2348 , 2348 , 0
1218 , 2348 , 2348 , 0
1219 , 2350 , 2348 , 2
1220 , 2348 , 2348 , 0
1221 , 2348 , 2348 , 0
1222 , 2348 , 2348 , 0
1223 , 2348 , 2348 , 0
1224 , 2348 , 2348 , 0
1225 , 2348 , 2348 , 0
1226 , 2348 , 2348 , 0
1227 , 2348 , 2348 , 0
1228 , 2348 , 2348 , 0
1229 , 2348 , 2348 , 0
1230 , 2348 , 2348 , 0
1231 , 2348 , 2348 , 0
1232 , 2348 , 2348 , 0
1233 , 2348 , 2348 , 0
1234 , 2348 , 2348 , 0
1235 , 2348 , 2348 , 0
1236 , 2348 , 2348 , 0
1237 , 2348 , 9839 , -7491
1238 , 9839 , 2348 , 7491
1239 , 2348 , 2348 , 0
1240 , 2348 , 2348 , 0
1241 , 2348 , 2348 , 0
1242 , 2348 , 2348 , 0
1243 , 2348 , 2348 , 0
1244 , 2348 , 2348 , 0
1245 , 2348 , 2348 , 0
1246 , 2348 , 2348 , 0
1247 , 2348 , 2348 , 0
1248 , 2348 , 2348 , 0
1249 , 2348 , 2348 , 0
1250 , 2348 , 2348 , 0
1251 , 2348 , 2348 , 0
1252 , 2348 , 2348 , 0
1253 , 2348 , 2348 , 0
1254 , 2350 , 2350 , 0
1255 , 2348 , 2348 , 0
1256 , 2348 , 2348 , 0
1257 , 2348 , 2348 , 0
1258 , 2348 , 2348 , 0
1259 , 2348 , 2348 , 0
1260 , 2348 , 2348 , 0
1261 , 2348 , 2348 , 0
1262 , 2348 , 2348 , 0
1263 , 2348 , 2348 , 0
1264 , 2348 , 2348 , 0
1265 , 2348 , 2348 , 0
1266 , 2348 , 2348 , 0
1267 , 2348 , 2348 , 0
1268 , 2348 , 2348 , 0
1269 , 2348 , 2348 , 0
1270 , 2348 , 2348 , 0
1271 , 2348 , 2348 , 0
1272 , 2348 , 2348 , 0
1273 , 2350 , 2348 , 2
1274 , 2348 , 2348 , 0
1275 , 2350 , 2350 , 0
1276 , 2350 , 2348 , 2
1277 , 2348 , 2350 , -2
1278 , 2350 , 2348 , 2
1279 , 2348 , 2350 , -2
1280 , 2350 , 2348 , 2
1281 , 2348 , 2348 , 0
1282 , 2350 , 2350 , 0
1283 , 2350 , 2350 , 0
1284 , 2350 , 2350 , 0
1285 , 2350 , 2350 , 0
1286 , 2350 , 2348 , 2
1287 , 2350 , 2350 , 0
1288 , 2350 , 2350 , 0
1289 , 2350 , 2350 , 0
1290 , 2350 , 2350 , 0
1291 , 2350 , 2348 , 2
1292 , 2348 , 2350 , -2
1293 , 2348 , 2348 , 0
1294 , 2348 , 2348 , 0
1295 , 2348 , 2350 , -2
1296 , 2350 , 2348 , 2
1297 , 2348 , 2348 , 0
1298 , 2348 , 2350 , -2
1299 , 2348 , 2348 , 0
1300 , 2348 , 2348 , 0
1301 , 2350 , 2350 , 0
1302 , 2350 , 2348 , 2
1303 , 2348 , 2348 , 0
1304 , 2350 , 2350 , 0
1305 , 2350 , 2350 , 0
1306 , 2350 , 2350 , 0
1307 , 2350 , 2350 , 0
1308 , 2350 , 2350 , 0
1309 , 2350 , 2350 , 0
1310 , 2350 , 2350 , 0
1311 , 2350 , 2350 , 0
1312 , 2350 , 2350 , 0
1313 , 2350 , 2350 , 0
1314 , 2350 , 2350 , 0
1315 , 2350 , 2348 , 2
1316 , 2348 , 2350 , -2
1317 , 2350 , 2350 , 0
1318 , 2348 , 2350 , -2
1319 , 2350 , 2350 , 0
1320 , 2348 , 2350 , -2
1321 , 2350 , 2350 , 0
1322 , 2350 , 2348 , 2
1323 , 2348 , 2350 , -2
1324 , 2350 , 2348 , 2
1325 , 2348 , 2348 , 0
1326 , 2350 , 2350 , 0
1327 , 2350 , 2350 , 0
1328 , 2350 , 2348 , 2
1329 , 2350 , 2350 , 0
1330 , 2350 , 2350 , 0
1331 , 2348 , 2348 , 0
1332 , 2350 , 2350 , 0
1333 , 2350 , 2350 , 0
1334 , 2350 , 2350 , 0
1335 , 2348 , 2348 , 0
1336 , 2348 , 2348 , 0
1337 , 2348 , 2348 , 0
1338 , 2348 , 2348 , 0
1339 , 2348 , 2348 , 0
1340 , 2348 , 2348 , 0
1341 , 2348 , 2348 , 0
1342 , 2348 , 2348 , 0
1343 , 2348 , 2348 , 0
1344 , 2348 , 2348 , 0
1345 , 2348 , 2348 , 0
1346 , 2348 , 2348 , 0
1347 , 2348 , 2348 , 0
1348 , 2348 , 2348 , 0
1349 , 2348 , 2348 , 0
1350 , 2348 , 2348 , 0
1351 , 2348 , 2348 , 0
1352 , 2348 , 2348 , 0
1353 , 2350 , 2350 , 0
1354 , 2350 , 2348 , 2
1355 , 2348 , 2350 , -2
1356 , 2350 , 2350 , 0
1357 , 2348 , 2348 , 0
1358 , 2348 , 2350 , -2
1359 , 2348 , 2348 , 0
1360 , 2348 , 2348 , 0
1361 , 2348 , 2348 , 0
1362 , 2348 , 2348 , 0
1363 , 2348 , 2348 , 0
1364 , 2348 , 2348 , 0
1365 , 2348 , 2348 , 0
1366 , 2348 , 2348 , 0
1367 , 2348 , 2348 , 0
1368 , 2328 , 2328 , 0
1369 , 2348 , 2328 , 20
1370 , 2328 , 2348 , -20
1371 , 2348 , 2348 , 0
1372 , 2328 , 2328 , 0
1373 , 2328 , 2328 , 0
1374 , 2328 , 2328 , 0
1375 , 2328 , 2328 , 0
1376 , 2328 , 2328 , 0
1377 , 2328 , 2328 , 0
1378 , 2328 , 2328 , 0
1379 , 2328 , 2328 , 0
1380 , 2328 , 2328 , 0
1381 , 2328 , 2328 , 0
1382 , 2328 , 2328 , 0
1383 , 2328 , 2328 , 0
1384 , 2328 , 2331 , -3
1385 , 2328 , 2328 , 0
1386 , 2328 , 2328 , 0
1387 , 2328 , 2328 , 0
1388 , 2328 , 2328 , 0
1389 , 2328 , 2331 , -3
1390 , 2328 , 2328 , 0
1391 , 2328 , 2328 , 0
1392 , 2328 , 2328 , 0
1393 , 2328 , 2328 , 0
1394 , 2328 , 2331 , -3
1395 , 2331 , 2328 , 3
1396 , 2328 , 2331 , -3
1397 , 2331 , 2331 , 0
1398 , 2328 , 2328 , 0
1399 , 2331 , 2331 , 0
1400 , 2331 , 2331 , 0
1401 , 2331 , 2331 , 0
1402 , 2331 , 2331 , 0
1403 , 2331 , 2331 , 0
1404 , 2331 , 2331 , 0
1405 , 2331 , 2331 , 0
1406 , 2328 , 2331 , -3
1407 , 2328 , 2328 , 0
1408 , 2328 , 2328 , 0
1409 , 2328 , 2329 , -1
1410 , 2329 , 2329 , 0
1411 , 2329 , 2329 , 0
1412 , 2329 , 2329 , 0
1413 , 2329 , 2329 , 0
1414 , 2332 , 2329 , 3
1415 , 2329 , 2332 , -3
1416 , 2332 , 2332 , 0
1417 , 2329 , 2329 , 0
1418 , 2329 , 2332 , -3
1419 , 2332 , 2332 , 0
1420 , 2329 , 2329 , 0
1421 , 2329 , 2329 , 0
1422 , 2329 , 2329 , 0
1423 , 2329 , 2329 , 0
1424 , 2332 , 2329 , 3
1425 , 2329 , 2329 , 0
1426 , 2329 , 2329 , 0
1427 , 2329 , 2329 , 0
1428 , 2329 , 2329 , 0
1429 , 2329 , 2329 , 0
1430 , 9814 , 2329 , 7485
1431 , 2329 , 2329 , 0
1432 , 2329 , 9814 , -7485
1433 , 9814 , 2329 , 7485
1434 , 2329 , 2329 , 0
1435 , 9814 , 2329 , 7485
1436 , 2329 , 2329 , 0
1437 , 2329 , 2329 , 0
1438 , 2329 , 2329 , 0
1439 , 9814 , 2329 , 7485
1440 , 2329 , 2329 , 0
1441 , 2329 , 9814 , -7485
1442 , 9814 , 2329 , 7485
1443 , 2329 , 2329 , 0
1444 , 2329 , 9814 , -7485
1445 , 2329 , 2329 , 0
1446 , 2329 , 2329 , 0
1447 , 2329 , 2329 , 0
1448 , 2329 , 2329 , 0
1449 , 2329 , 2329 , 0
1450 , 9814 , 2329 , 7485
1451 , 2329 , 9814 , -7485
1452 , 9814 , 2329 , 7485
1453 , 2329 , 2329 , 0
1454 , 9814 , 9814 , 0
1455 , 9814 , 9814 , 0
1456 , 9814 , 2329 , 7485
1457 , 2329 , 2329 , 0
1458 , 2329 , 9814 , -7485
1459 , 9814 , 9814 , 0
1460 , 9814 , 2329 , 7485
1461 , 2329 , 2329 , 0
1462 , 9814 , 9814 , 0
1463 , 2329 , 2329 , 0
1464 , 2329 , 9814 , -7485
1465 , 9814 , 2329 , 7485
1466 , 2329 , 2329 , 0
1467 , 2329 , 9814 , -7485
1468 , 2329 , 2329 , 0
1469 , 2329 , 2329 , 0
1470 , 2329 , 2329 , 0
1471 , 2329 , 2329 , 0
1472 , 2329 , 2329 , 0
1473 , 2329 , 2329 , 0
1474 , 2329 , 2329 , 0
1475 , 2329 , 2329 , 0
1476 , 2329 , 2329 , 0
1477 , 2332 , 9814 , -7482
1478 , 9814 , 2329 , 7485
1479 , 2332 , 9816 , -7484
1480 , 9816 , 9816 , 0
1481 , 9816 , 9814 , 2
1482 , 9816 , 9816 , 0
1483 , 9816 , 9816 , 0
1484 , 9816 , 9816 , 0
1485 , 9816 , 9816 , 0
1486 , 9816 , 9816 , 0
1487 , 9816 , 2332 , 7484
1488 , 2332 , 9816 , -7484
1489 , 9816 , 9816 , 0
1490 , 9816 , 2332 , 7484
1491 , 2332 , 2332 , 0
1492 , 9816 , 9816 , 0
1493 , 2332 , 2332 , 0
1494 , 2332 , 2332 , 0
1495 , 1892 , 2332 , -440
1496 , 2332 , 2332 , 0
1497 , 1892 , 1892 , 0
1498 , 1892 , 1892 , 0
1499 , 1892 , 1892 , 0
1500 , 1892 , 1892 , 0
1501 , 9349 , 1892 , 7457
1502 , 1892 , 1892 , 0
1503 , 1892 , 1892 , 0
1504 , 1892 , 1892 , 0
1505 , 1892 , 2332 , -440
1506 , 2332 , 1892 , 440
1507 , 1892 , 1892 , 0
1508 , 2332 , 2332 , 0
1509 , 2332 , 2332 , 0
1510 , 1892 , 1892 , 0
1511 , 1892 , 2332 , -440
1512 , 1892 , 1892 , 0
1513 , 9349 , 1892 , 7457
1514 , 1892 , 1892 , 0
1515 , 9349 , 1892 , 7457
1516 , 1892 , 9349 , -7457
1517 , 9349 , 9349 , 0
1518 , 1892 , 1892 , 0
1519 , 1892 , 9349 , -7457
1520 , 9349 , 2332 , 7017
1521 , 2332 , 1892 , 440
1522 , 9348 , 9816 , -468
1523 , 9816 , 9348 , 468
1524 , 9348 , 9815 , -467
1525 , 9815 , 9815 , 0
1526 , 9815 , 2332 , 7483
1527 , 2331 , 9815 , -7484
1528 , 9815 , 9816 , -1
1529 , 2332 , 9815 , -7483
1530 , 9815 , 2331 , 7484
1531 , 2332 , 2332 , 0
1532 , 2332 , 9816 , -7484
1533 , 2332 , 2331 , 1
1534 , 2332 , 2332 , 0
1535 , 2332 , 2332 , 0
1536 , 2332 , 2332 , 0
1537 , 2332 , 2332 , 0
1538 , 2331 , 2332 , -1
1539 , 2331 , 2332 , -1
1540 , 2331 , 2331 , 0
1541 , 2331 , 2331 , 0
1542 , 2331 , 2331 , 0
1543 , 2331 , 2331 , 0
1544 , 2331 , 2331 , 0
1545 , 2332 , 2332 , 0
1546 , 2332 , 2332 , 0
1547 , 2332 , 2332 , 0
1548 , 2332 , 2332 , 0
1549 , 2332 , 2332 , 0
1550 , 2332 , 2332 , 0
1551 , 2332 , 2332 , 0
1552 , 2332 , 2332 , 0
1553 , 2332 , 2332 , 0
1554 , 2332 , 2332 , 0
1555 , 2332 , 2332 , 0
1556 , 2332 , 2332 , 0
1557 , 2332 , 2332 , 0
1558 , 2332 , 2332 , 0
1559 , 2332 , 2332 , 0
1560 , 2332 , 2332 , 0
1561 , 2332 , 2332 , 0
1562 , 2332 , 2332 , 0
1563 , 2332 , 2332 , 0
1564 , 2332 , 2332 , 0
1565 , 2332 , 2332 , 0
1566 , 2332 , 2332 , 0
1567 , 2332 , 2332 , 0
1568 , 2332 , 2332 , 0
1569 , 2332 , 2332 , 0
1570 , 2332 , 2332 , 0
1571 , 2332 , 2332 , 0
1572 , 2332 , 2332 , 0
1573 , 2332 , 2332 , 0
1574 , 2332 , 2332 , 0
1575 , 2332 , 2332 , 0
1576 , 2332 , 2332 , 0
1577 , 2332 , 2332 , 0
1578 , 2332 , 2332 , 0
1579 , 2332 , 2332 , 0
1580 , 2332 , 2332 , 0
1581 , 2332 , 2332 , 0
1582 , 2332 , 2332 , 0
1583 , 2332 , 2332 , 0
1584 , 2332 , 2332 , 0
1585 , 2332 , 2332 , 0
1586 , 2332 , 2332 , 0
1587 , 2332 , 2332 , 0
1588 , 2332 , 2332 , 0
1589 , 2332 , 2332 , 0
1590 , 2332 , 2332 , 0
1591 , 2332 , 2332 , 0
1592 , 2332 , 2332 , 0
1593 , 2332 , 2332 , 0
1594 , 2332 , 2332 , 0
1595 , 2332 , 2332 , 0
1596 , 2332 , 2332 , 0
1597 , 2332 , 2332 , 0
1598 , 2332 , 2332 , 0
1599 , 2332 , 2332 , 0
1600 , 2332 , 2332 , 0
1601 , 2332 , 2332 , 0
1602 , 2332 , 2332 , 0
1603 , 2332 , 2329 , 3
1604 , 2329 , 2329 , 0
1605 , 2329 , 2332 , -3
1606 , 2329 , 2329 , 0
1607 , 2329 , 2329 , 0
1608 , 2329 , 2329 , 0
1609 , 2329 , 2329 , 0
1610 , 2329 , 2329 , 0
1611 , 2329 , 2329 , 0
1612 , 2329 , 2329 , 0
1613 , 2329 , 2329 , 0
1614 , 2329 , 2329 , 0
1615 , 2329 , 2329 , 0
1616 , 2329 , 2329 , 0
1617 , 2329 , 2329 , 0
1618 , 2329 , 2329 , 0
1619 , 2329 , 2329 , 0
1620 , 2329 , 2329 , 0
1621 , 2329 , 2329 , 0
1622 , 2329 , 2329 , 0
1623 , 2329 , 2329 , 0
1624 , 2329 , 2329 , 0
1625 , 2329 , 2329 , 0
1626 , 2329 , 2329 , 0
1627 , 2329 , 2329 , 0
1628 , 2329 , 2329 , 0
1629 , 2329 , 2329 , 0
1630 , 2329 , 2329 , 0
1631 , 2329 , 2329 , 0
1632 , 2329 , 2329 , 0
1633 , 2329 , 2329 , 0
1634 , 2329 , 2329 , 0
1635 , 2329 , 2329 , 0
1636 , 2329 , 2329 , 0
1637 , 2329 , 2329 , 0
1638 , 2329 , 2329 , 0
1639 , 2329 , 2329 , 0
1640 , 2329 , 2329 , 0
1641 , 2329 , 2329 , 0
1642 , 2329 , 2329 , 0
1643 , 2329 , 2329 , 0
1644 , 2329 , 2329 , 0
1645 , 2329 , 2329 , 0
1646 , 2329 , 2329 , 0
1647 , 2329 , 2329 , 0
1648 , 2329 , 2329 , 0
1649 , 2329 , 2329 , 0
1650 , 2329 , 2329 , 0
1651 , 2329 , 2329 , 0
1652 , 2332 , 2329 , 3
1653 , 2329 , 2329 , 0
1654 , 2329 , 2332 , -3
1655 , 2329 , 2329 , 0
1656 , 2329 , 2329 , 0
1657 , 2329 , 2329 , 0
1658 , 2329 , 2329 , 0
1659 , 2329 , 2329 , 0
1660 , 2329 , 2329 , 0
1661 , 2329 , 2329 , 0
1662 , 2329 , 2329 , 0
1663 , 2329 , 2329 , 0
1664 , 2329 , 2329 , 0
1665 , 2329 , 2329 , 0
1666 , 735 , 2329 , -1594
1667 , 2329 , 735 , 1594
1668 , 735 , 735 , 0
1669 , 735 , 2329 , -1594
1670 , 2329 , 2329 , 0
1671 , 2329 , 735 , 1594
1672 , 735 , 735 , 0
1673 , 2329 , 2329 , 0
