# of domain, cohortId1, cohortId2, diff
1674 , 2329 , 2329 , 0
1675 , 2329 , 2329 , 0
1676 , 2329 , 2329 , 0
1677 , 2329 , 735 , 1594
1678 , 2329 , 2329 , 0
1679 , 2329 , 2329 , 0
1680 , 2329 , 2329 , 0
1681 , 2329 , 2329 , 0
1682 , 2329 , 2329 , 0
1683 , 2329 , 2329 , 0
1684 , 2329 , 2329 , 0
1685 , 2329 , 2329 , 0
1686 , 2329 , 2329 , 0
1687 , 2329 , 2329 , 0
1688 , 2329 , 2329 , 0
1689 , 2329 , 2329 , 0
1690 , 2329 , 2329 , 0
1691 , 2329 , 2329 , 0
1692 , 2329 , 2329 , 0
1693 , 2329 , 2329 , 0
1694 , 2329 , 2329 , 0
1695 , 2329 , 2329 , 0
1696 , 2329 , 2329 , 0
1697 , 2329 , 2329 , 0
1698 , 2329 , 2329 , 0
1699 , 2329 , 2329 , 0
1700 , 2329 , 2329 , 0
1701 , 2329 , 2329 , 0
1702 , 2329 , 2329 , 0
1703 , 2329 , 2329 , 0
1704 , 2329 , 2329 , 0
1705 , 2329 , 2329 , 0
1706 , 2329 , 2329 , 0
1707 , 2329 , 2329 , 0
1708 , 2329 , 2329 , 0
1709 , 2329 , 2329 , 0
1710 , 2329 , 2329 , 0
1711 , 2329 , 2329 , 0
1712 , 2329 , 2329 , 0
1713 , 2329 , 2329 , 0
1714 , 2329 , 2329 , 0
1715 , 2329 , 2329 , 0
1716 , 2329 , 2329 , 0
1717 , 2329 , 2329 , 0
1718 , 2329 , 2329 , 0
1719 , 2329 , 2329 , 0
1720 , 2329 , 2329 , 0
1721 , 2329 , 2329 , 0
1722 , 2329 , 2329 , 0
1723 , 2329 , 2329 , 0
1724 , 2329 , 2329 , 0
1725 , 2329 , 2329 , 0
1726 , 2329 , 2329 , 0
1727 , 2329 , 2329 , 0
1728 , 2329 , 2329 , 0
1729 , 2329 , 2329 , 0
1730 , 2329 , 2329 , 0
1731 , 2329 , 2329 , 0
1732 , 2329 , 2329 , 0
1733 , 2329 , 2329 , 0
1734 , 2329 , 2329 , 0
1735 , 2329 , 2329 , 0
1736 , 2329 , 2329 , 0
1737 , 2329 , 2329 , 0
1738 , 2329 , 2329 , 0
1739 , 2329 , 2332 , -3
1740 , 2332 , 2329 , 3
1741 , 2329 , 2329 , 0
1742 , 2329 , 2332 , -3
1743 , 2332 , 2329 , 3
1744 , 2329 , 2329 , 0
1745 , 2332 , 2329 , 3
1746 , 2332 , 2332 , 0
1747 , 2332 , 2332 , 0
1748 , 2332 , 2332 , 0
1749 , 2332 , 2332 , 0
1750 , 2332 , 2332 , 0
1751 , 2332 , 2332 , 0
1752 , 9816 , 9816 , 0
1753 , 2332 , 9816 , -7484
1754 , 9816 , 2332 , 7484
1755 , 2332 , 2332 , 0
1756 , 9816 , 9816 , 0
1757 , 9816 , 9816 , 0
1758 , 9816 , 2332 , 7484
1759 , 2332 , 9816 , -7484
1760 , 9816 , 9816 , 0
1761 , 9816 , 9816 , 0
1762 , 9816 , 9816 , 0
1763 , 9814 , 9814 , 0
1764 , 9814 , 9816 , -2
1765 , 9816 , 9816 , 0
1766 , 9814 , 9814 , 0
1767 , 9814 , 9814 , 0
1768 , 9814 , 9814 , 0
1769 , 9814 , 9814 , 0
1770 , 9814 , 9814 , 0
1771 , 9814 , 9814 , 0
1772 , 9814 , 9814 , 0
1773 , 9814 , 9814 , 0
1774 , 9814 , 9814 , 0
1775 , 9814 , 9814 , 0
1776 , 9814 , 9814 , 0
1777 , 9814 , 2329 , 7485
1778 , 2329 , 9814 , -7485
1779 , 9814 , 9814 , 0
1780 , 9814 , 2329 , 7485
1781 , 9814 , 9814 , 0
1782 , 9814 , 9814 , 0
1783 , 9814 , 9816 , -2
1784 , 9814 , 9814 , 0
1785 , 9814 , 9814 , 0
1786 , 9814 , 9814 , 0
1787 , 9814 , 9816 , -2
1788 , 9816 , 9814 , 2
1789 , 9814 , 9814 , 0
1790 , 9814 , 9816 , -2
1791 , 9816 , 9816 , 0
1792 , 9814 , 9816 , -2
1793 , 9816 , 9816 , 0
1794 , 9816 , 9816 , 0
1795 , 9816 , 9816 , 0
1796 , 9816 , 9814 , 2
1797 , 9816 , 9816 , 0
1798 , 9816 , 9816 , 0
1799 , 9816 , 9816 , 0
1800 , 9816 , 9816 , 0
1801 , 9816 , 9816 , 0
1802 , 9816 , 9816 , 0
1803 , 9816 , 9816 , 0
1804 , 9816 , 9816 , 0
1805 , 9816 , 9816 , 0
1806 , 9816 , 9816 , 0
1807 , 9816 , 9816 , 0
1808 , 9816 , 9816 , 0
1809 , 9816 , 9814 , 2
1810 , 9814 , 9814 , 0
1811 , 9816 , 9816 , 0
1812 , 9814 , 9816 , -2
1813 , 9816 , 9814 , 2
1814 , 9814 , 9814 , 0
1815 , 9814 , 9814 , 0
1816 , 9814 , 9814 , 0
1817 , 9814 , 9814 , 0
1818 , 9814 , 9814 , 0
1819 , 9814 , 9814 , 0
1820 , 9814 , 9814 , 0
1821 , 9814 , 9814 , 0
1822 , 9814 , 9814 , 0
1823 , 9814 , 9814 , 0
1824 , 9814 , 9814 , 0
1825 , 9814 , 9814 , 0
1826 , 9814 , 9814 , 0
1827 , 9814 , 9814 , 0
1828 , 9814 , 9814 , 0
1829 , 9814 , 9814 , 0
1830 , 9814 , 9814 , 0
1831 , 9814 , 9814 , 0
1832 , 9814 , 9814 , 0
1833 , 9814 , 9814 , 0
1834 , 9814 , 9814 , 0
1835 , 9814 , 9814 , 0
1836 , 9814 , 9814 , 0
1837 , 9814 , 9814 , 0
1838 , 9814 , 9814 , 0
1839 , 9814 , 9814 , 0
1840 , 9814 , 9814 , 0
1841 , 9814 , 9814 , 0
1842 , 9814 , 9814 , 0
1843 , 9814 , 9814 , 0
1844 , 9814 , 9814 , 0
1845 , 9814 , 9814 , 0
1846 , 9814 , 9814 , 0
1847 , 9814 , 9814 , 0
1848 , 9814 , 9814 , 0
1849 , 9814 , 9814 , 0
1850 , 9814 , 9814 , 0
1851 , 9814 , 9814 , 0
1852 , 9814 , 9814 , 0
1853 , 9814 , 9814 , 0
1854 , 9814 , 9814 , 0
1855 , 9814 , 2329 , 7485
1856 , 2329 , 9814 , -7485
1857 , 9814 , 9814 , 0
1858 , 9814 , 2329 , 7485
1859 , 9814 , 2329 , 7485
1860 , 2329 , 9814 , -7485
1861 , 9814 , 2329 , 7485
1862 , 2329 , 2329 , 0
1863 , 2329 , 2329 , 0
1864 , 2329 , 2329 , 0
1865 , 2329 , 2329 , 0
1866 , 2329 , 2329 , 0
1867 , 2329 , 1890 , 439
1868 , 2329 , 2329 , 0
1869 , 2329 , 2329 , 0
1870 , 1890 , 2329 , -439
1871 , 2329 , 2329 , 0
1872 , 2329 , 2329 , 0
1873 , 2329 , 2329 , 0
1874 , 2329 , 2329 , 0
1875 , 2329 , 2329 , 0
1876 , 2329 , 1890 , 439
1877 , 2329 , 2329 , 0
1878 , 2329 , 2329 , 0
1879 , 2329 , 2329 , 0
1880 , 2329 , 2329 , 0
1881 , 2329 , 2329 , 0
1882 , 2329 , 2329 , 0
1883 , 2329 , 2329 , 0
1884 , 1890 , 2329 , -439
1885 , 2329 , 2329 , 0
1886 , 1890 , 1890 , 0
1887 , 1890 , 1890 , 0
1888 , 1890 , 1890 , 0
1889 , 1890 , 1890 , 0
1890 , 1890 , 1890 , 0
1891 , 1890 , 1890 , 0
1892 , 1890 , 2329 , -439
1893 , 2329 , 1890 , 439
1894 , 1890 , 2329 , -439
1895 , 2329 , 2329 , 0
1896 , 2329 , 2329 , 0
1897 , 2329 , 2329 , 0
1898 , 2329 , 2329 , 0
1899 , 2329 , 2329 , 0
1900 , 2329 , 2329 , 0
1901 , 2329 , 2329 , 0
1902 , 2329 , 2329 , 0
1903 , 2329 , 2329 , 0
1904 , 2329 , 2329 , 0
1905 , 2329 , 1890 , 439
1906 , 1890 , 2329 , -439
1907 , 2329 , 2329 , 0
1908 , 1890 , 1890 , 0
1909 , 1890 , 1890 , 0
1910 , 1890 , 1890 , 0
1911 , 1890 , 1890 , 0
1912 , 1890 , 1890 , 0
1913 , 1890 , 1890 , 0
1914 , 1890 , 1890 , 0
1915 , 1890 , 1890 , 0
1916 , 1890 , 1890 , 0
1917 , 1890 , 1890 , 0
1918 , 1890 , 1890 , 0
1919 , 1890 , 1890 , 0
1920 , 1890 , 1890 , 0
1921 , 1890 , 1890 , 0
1922 , 1890 , 1890 , 0
1923 , 1890 , 1890 , 0
1924 , 1890 , 1890 , 0
1925 , 1890 , 1890 , 0
1926 , 1890 , 1890 , 0
1927 , 1890 , 1890 , 0
1928 , 1890 , 1890 , 0
1929 , 1890 , 1890 , 0
1930 , 1890 , 1890 , 0
1931 , 1890 , 1890 , 0
1932 , 1890 , 1890 , 0
1933 , 1890 , 1890 , 0
1934 , 1890 , 1890 , 0
1935 , 1890 , 1890 , 0
1936 , 1890 , 1890 , 0
1937 , 1890 , 1890 , 0
1938 , 1890 , 1890 , 0
1939 , 1890 , 1890 , 0
1940 , 1890 , 1890 , 0
1941 , 1890 , 1890 , 0
1942 , 1890 , 1890 , 0
1943 , 1890 , 1890 , 0
1944 , 1890 , 1890 , 0
1945 , 1890 , 1890 , 0
1946 , 1890 , 1890 , 0
1947 , 1890 , 1890 , 0
1948 , 1890 , 1890 , 0
1949 , 1890 , 1890 , 0
1950 , 1890 , 1890 , 0
1951 , 1890 , 1890 , 0
1952 , 1890 , 1890 , 0
1953 , 1890 , 1890 , 0
1954 , 1890 , 1890 , 0
1955 , 1890 , 1890 , 0
1956 , 1890 , 1890 , 0
1957 , 1890 , 1890 , 0
1958 , 1890 , 1890 , 0
1959 , 1890 , 1890 , 0
1960 , 1890 , 1890 , 0
1961 , 1890 , 1890 , 0
1962 , 1890 , 1890 , 0
1963 , 1890 , 1890 , 0
1964 , 1890 , 1911 , -21
1965 , 1890 , 1890 , 0
1966 , 1890 , 1890 , 0
1967 , 1911 , 1911 , 0
1968 , 1911 , 1890 , 21
1969 , 1911 , 1911 , 0
1970 , 1911 , 1911 , 0
1971 , 1911 , 1911 , 0
1972 , 1911 , 1911 , 0
1973 , 1911 , 1911 , 0
1974 , 1911 , 1911 , 0
1975 , 1911 , 1911 , 0
1976 , 1911 , 1890 , 21
1977 , 1890 , 1911 , -21
1978 , 1911 , 1911 , 0
1979 , 1890 , 1890 , 0
1980 , 1911 , 1911 , 0
1981 , 1911 , 1911 , 0
1982 , 1911 , 1890 , 21
1983 , 1890 , 1911 , -21
1984 , 1911 , 1911 , 0
1985 , 1890 , 1890 , 0
1986 , 1890 , 1890 , 0
1987 , 1890 , 1890 , 0
1988 , 1890 , 1890 , 0
1989 , 1890 , 1890 , 0
1990 , 1890 , 1890 , 0
1991 , 1890 , 1890 , 0
1992 , 1890 , 1890 , 0
1993 , 1890 , 1890 , 0
1994 , 1890 , 1890 , 0
1995 , 1890 , 1890 , 0
1996 , 1890 , 1890 , 0
1997 , 1890 , 1890 , 0
1998 , 1890 , 1890 , 0
1999 , 1890 , 1890 , 0
2000 , 1890 , 1890 , 0
2001 , 1890 , 1890 , 0
2002 , 1890 , 1890 , 0
2003 , 1890 , 1890 , 0
2004 , 1890 , 1890 , 0
2005 , 1890 , 1890 , 0
2006 , 1890 , 1890 , 0
2007 , 1890 , 1911 , -21
2008 , 1911 , 1890 , 21
2009 , 1890 , 1890 , 0
2010 , 1911 , 1911 , 0
2011 , 1911 , 1890 , 21
2012 , 1890 , 1911 , -21
2013 , 1911 , 1911 , 0
2014 , 1890 , 1911 , -21
2015 , 1911 , 1890 , 21
2016 , 1890 , 1890 , 0
2017 , 1911 , 315 , 1596
2018 , 315 , 1911 , -1596
2019 , 1911 , 1911 , 0
2020 , 315 , 315 , 0
2021 , 315 , 315 , 0
2022 , 315 , 315 , 0
2023 , 315 , 315 , 0
2024 , 315 , 315 , 0
2025 , 315 , 315 , 0
2026 , 315 , 315 , 0
2027 , 295 , 295 , 0
2028 , 295 , 295 , 0
2029 , 295 , 295 , 0
2030 , 295 , 295 , 0
2031 , 295 , 295 , 0
2032 , 295 , 295 , 0
2033 , 295 , 295 , 0
2034 , 295 , 295 , 0
2035 , 295 , 295 , 0
2036 , 295 , 295 , 0
2037 , 295 , 295 , 0
2038 , 295 , 295 , 0
2039 , 295 , 295 , 0
2040 , 295 , 295 , 0
2041 , 295 , 295 , 0
2042 , 295 , 295 , 0
2043 , 295 , 295 , 0
2044 , 295 , 295 , 0
2045 , 295 , 295 , 0
2046 , 295 , 295 , 0
2047 , 295 , 295 , 0
2048 , 295 , 295 , 0
2049 , 295 , 295 , 0
2050 , 295 , 295 , 0
2051 , 295 , 295 , 0
2052 , 295 , 295 , 0
2053 , 295 , 295 , 0
2054 , 295 , 295 , 0
2055 , 295 , 295 , 0
2056 , 295 , 295 , 0
2057 , 295 , 295 , 0
2058 , 295 , 295 , 0
2059 , 295 , 295 , 0
2060 , 295 , 295 , 0
2061 , 295 , 295 , 0
2062 , 295 , 295 , 0
2063 , 295 , 295 , 0
2064 , 295 , 295 , 0
2065 , 295 , 295 , 0
2066 , 295 , 295 , 0
2067 , 295 , 295 , 0
2068 , 295 , 295 , 0
2069 , 295 , 295 , 0
2070 , 295 , 295 , 0
2071 , 295 , 295 , 0
2072 , 295 , 295 , 0
2073 , 295 , 295 , 0
2074 , 295 , 295 , 0
2075 , 295 , 295 , 0
2076 , 295 , 295 , 0
2077 , 295 , 295 , 0
2078 , 295 , 295 , 0
2079 , 295 , 295 , 0
2080 , 295 , 295 , 0
2081 , 295 , 295 , 0
2082 , 295 , 295 , 0
2083 , 295 , 295 , 0
2084 , 295 , 295 , 0
2085 , 295 , 295 , 0
2086 , 295 , 295 , 0
2087 , 295 , 295 , 0
2088 , 295 , 295 , 0
2089 , 295 , 295 , 0
2090 , 295 , 295 , 0
2091 , 295 , 295 , 0
2092 , 295 , 295 , 0
2093 , 295 , 295 , 0
2094 , 295 , 295 , 0
2095 , 295 , 295 , 0
2096 , 295 , 295 , 0
2097 , 295 , 295 , 0
2098 , 295 , 295 , 0
2099 , 295 , 295 , 0
2100 , 295 , 295 , 0
2101 , 295 , 295 , 0
2102 , 295 , 295 , 0
2103 , 295 , 295 , 0
2104 , 295 , 295 , 0
2105 , 295 , 295 , 0
2106 , 295 , 295 , 0
2107 , 295 , 295 , 0
2108 , 295 , 295 , 0
2109 , 295 , 295 , 0
2110 , 295 , 295 , 0
2111 , 295 , 295 , 0
2112 , 295 , 295 , 0
2113 , 295 , 295 , 0
2114 , 295 , 295 , 0
2115 , 295 , 295 , 0
2116 , 295 , 315 , -20
2117 , 315 , 295 , 20
2118 , 295 , 295 , 0
2119 , 315 , 295 , 20
2120 , 315 , 315 , 0
2121 , 315 , 315 , 0
2122 , 315 , 315 , 0
2123 , 315 , 315 , 0
2124 , 315 , 315 , 0
2125 , 315 , 315 , 0
2126 , 315 , 315 , 0
2127 , 315 , 315 , 0
2128 , 315 , 315 , 0
2129 , 315 , 315 , 0
2130 , 315 , 315 , 0
2131 , 315 , 315 , 0
2132 , 315 , 315 , 0
2133 , 315 , 315 , 0
2134 , 315 , 315 , 0
2135 , 315 , 315 , 0
2136 , 315 , 315 , 0
2137 , 315 , 315 , 0
2138 , 315 , 315 , 0
2139 , 315 , 315 , 0
2140 , 315 , 315 , 0
2141 , 315 , 315 , 0
2142 , 315 , 315 , 0
2143 , 315 , 315 , 0
2144 , 315 , 315 , 0
2145 , 315 , 315 , 0
2146 , 315 , 315 , 0
2147 , 315 , 315 , 0
2148 , 315 , 315 , 0
2149 , 315 , 315 , 0
2150 , 315 , 315 , 0
2151 , 315 , 315 , 0
2152 , 315 , 315 , 0
2153 , 315 , 315 , 0
2154 , 315 , 315 , 0
2155 , 315 , 315 , 0
2156 , 315 , 315 , 0
2157 , 315 , 315 , 0
2158 , 315 , 315 , 0
2159 , 315 , 315 , 0
2160 , 315 , 315 , 0
2161 , 315 , 315 , 0
2162 , 315 , 315 , 0
2163 , 315 , 315 , 0
2164 , 315 , 315 , 0
2165 , 315 , 315 , 0
2166 , 315 , 315 , 0
2167 , 315 , 315 , 0
2168 , 315 , 315 , 0
2169 , 315 , 315 , 0
2170 , 315 , 315 , 0
2171 , 315 , 315 , 0
2172 , 315 , 315 , 0
2173 , 315 , 315 , 0
2174 , 315 , 315 , 0
2175 , 315 , 315 , 0
2176 , 315 , 315 , 0
2177 , 315 , 315 , 0
2178 , 315 , 315 , 0
2179 , 315 , 315 , 0
2180 , 315 , 315 , 0
2181 , 315 , 315 , 0
2182 , 315 , 315 , 0
2183 , 315 , 315 , 0
2184 , 315 , 315 , 0
2185 , 315 , 315 , 0
2186 , 315 , 315 , 0
2187 , 315 , 315 , 0
2188 , 315 , 315 , 0
2189 , 315 , 315 , 0
2190 , 315 , 315 , 0
2191 , 315 , 315 , 0
2192 , 315 , 315 , 0
2193 , 315 , 315 , 0
2194 , 315 , 315 , 0
2195 , 315 , 315 , 0
2196 , 315 , 315 , 0
2197 , 315 , 315 , 0
2198 , 315 , 315 , 0
2199 , 315 , 315 , 0
2200 , 315 , 315 , 0
2201 , 315 , 315 , 0
2202 , 315 , 315 , 0
2203 , 315 , 315 , 0
2204 , 315 , 315 , 0
2205 , 295 , 315 , -20
2206 , 315 , 295 , 20
2207 , 295 , 315 , -20
2208 , 315 , 295 , 20
2209 , 295 , 315 , -20
2210 , 315 , 315 , 0
2211 , 295 , 315 , -20
2212 , 315 , 315 , 0
2213 , 315 , 315 , 0
2214 , 315 , 315 , 0
2215 , 315 , 315 , 0
2216 , 315 , 315 , 0
2217 , 315 , 315 , 0
2218 , 315 , 315 , 0
2219 , 315 , 315 , 0
2220 , 315 , 315 , 0
2221 , 315 , 315 , 0
2222 , 315 , 315 , 0
2223 , 315 , 315 , 0
2224 , 315 , 315 , 0
2225 , 315 , 315 , 0
2226 , 315 , 315 , 0
2227 , 315 , 315 , 0
2228 , 315 , 315 , 0
2229 , 315 , 315 , 0
2230 , 315 , 315 , 0
2231 , 315 , 315 , 0
2232 , 315 , 315 , 0
2233 , 315 , 315 , 0
2234 , 315 , 315 , 0
2235 , 315 , 315 , 0
2236 , 315 , 315 , 0
2237 , 315 , 315 , 0
2238 , 315 , 315 , 0
2239 , 315 , 315 , 0
2240 , 315 , 315 , 0
2241 , 315 , 315 , 0
2242 , 315 , 315 , 0
2243 , 315 , 315 , 0
2244 , 315 , 315 , 0
2245 , 315 , 315 , 0
2246 , 315 , 315 , 0
2247 , 315 , 315 , 0
2248 , 315 , 315 , 0
2249 , 315 , 315 , 0
2250 , 315 , 315 , 0
2251 , 315 , 315 , 0
2252 , 315 , 315 , 0
2253 , 315 , 315 , 0
2254 , 315 , 315 , 0
2255 , 315 , 315 , 0
2256 , 315 , 315 , 0
2257 , 315 , 315 , 0
2258 , 315 , 315 , 0
2259 , 315 , 315 , 0
2260 , 315 , 315 , 0
2261 , 315 , 315 , 0
2262 , 315 , 315 , 0
2263 , 315 , 315 , 0
2264 , 315 , 315 , 0
2265 , 315 , 315 , 0
2266 , 315 , 315 , 0
2267 , 315 , 315 , 0
2268 , 315 , 315 , 0
2269 , 315 , 315 , 0
2270 , 315 , 315 , 0
2271 , 315 , 315 , 0
2272 , 315 , 315 , 0
2273 , 315 , 315 , 0
2274 , 315 , 315 , 0
2275 , 315 , 315 , 0
2276 , 315 , 315 , 0
2277 , 315 , 315 , 0
2278 , 315 , 315 , 0
2279 , 315 , 315 , 0
2280 , 315 , 315 , 0
2281 , 315 , 315 , 0
2282 , 315 , 315 , 0
2283 , 315 , 315 , 0
2284 , 315 , 315 , 0
2285 , 315 , 315 , 0
2286 , 315 , 315 , 0
2287 , 315 , 315 , 0
2288 , 315 , 315 , 0
2289 , 315 , 315 , 0
2290 , 315 , 315 , 0
2291 , 315 , 315 , 0
2292 , 315 , 315 , 0
2293 , 315 , 315 , 0
2294 , 315 , 315 , 0
2295 , 315 , 315 , 0
2296 , 315 , 315 , 0
2297 , 315 , 315 , 0
2298 , 315 , 315 , 0
2299 , 315 , 315 , 0
2300 , 315 , 315 , 0
2301 , 315 , 315 , 0
2302 , 315 , 315 , 0
2303 , 315 , 315 , 0
2304 , 315 , 315 , 0
2305 , 315 , 315 , 0
2306 , 315 , 315 , 0
2307 , 315 , 315 , 0
2308 , 315 , 315 , 0
2309 , 315 , 315 , 0
2310 , 315 , 315 , 0
2311 , 315 , 315 , 0
2312 , 315 , 315 , 0
2313 , 315 , 315 , 0
2314 , 315 , 315 , 0
2315 , 315 , 315 , 0
2316 , 315 , 315 , 0
2317 , 315 , 315 , 0
2318 , 315 , 315 , 0
2319 , 315 , 315 , 0
2320 , 315 , 315 , 0
2321 , 315 , 315 , 0
2322 , 315 , 315 , 0
2323 , 315 , 315 , 0
2324 , 315 , 315 , 0
2325 , 315 , 315 , 0
2326 , 315 , 315 , 0
2327 , 315 , 315 , 0
2328 , 315 , 315 , 0
2329 , 315 , 315 , 0
2330 , 315 , 315 , 0
2331 , 315 , 315 , 0
2332 , 315 , 315 , 0
2333 , 315 , 315 , 0
2334 , 315 , 315 , 0
2335 , 315 , 315 , 0
2336 , 315 , 315 , 0
2337 , 315 , 315 , 0
2338 , 315 , 315 , 0
2339 , 315 , 315 , 0
2340 , 315 , 315 , 0
2341 , 315 , 315 , 0
2342 , 315 , 315 , 0
2343 , 315 , 315 , 0
2344 , 315 , 315 , 0
2345 , 315 , 315 , 0
2346 , 315 , 315 , 0
2347 , 315 , 315 , 0
2348 , 315 , 315 , 0
2349 , 315 , 315 , 0
2350 , 315 , 315 , 0
2351 , 315 , 315 , 0
2352 , 315 , 315 , 0
2353 , 315 , 315 , 0
2354 , 315 , 315 , 0
2355 , 315 , 315 , 0
2356 , 315 , 315 , 0
2357 , 315 , 315 , 0
2358 , 315 , 315 , 0
2359 , 315 , 315 , 0
2360 , 315 , 315 , 0
2361 , 315 , 315 , 0
2362 , 315 , 315 , 0
2363 , 315 , 315 , 0
2364 , 315 , 315 , 0
2365 , 315 , 315 , 0
2366 , 315 , 315 , 0
2367 , 315 , 315 , 0
2368 , 315 , 315 , 0
2369 , 315 , 315 , 0
2370 , 315 , 315 , 0
2371 , 315 , 315 , 0
2372 , 315 , 315 , 0
2373 , 315 , 315 , 0
2374 , 315 , 315 , 0
2375 , 315 , 315 , 0
2376 , 315 , 315 , 0
2377 , 315 , 315 , 0
2378 , 315 , 315 , 0
2379 , 315 , 315 , 0
2380 , 315 , 315 , 0
2381 , 315 , 315 , 0
2382 , 315 , 315 , 0
2383 , 315 , 315 , 0
2384 , 315 , 315 , 0
2385 , 315 , 315 , 0
2386 , 315 , 315 , 0
2387 , 315 , 315 , 0
2388 , 315 , 315 , 0
2389 , 315 , 315 , 0
2390 , 315 , 315 , 0
2391 , 315 , 315 , 0
2392 , 315 , 315 , 0
2393 , 315 , 315 , 0
2394 , 315 , 315 , 0
2395 , 315 , 315 , 0
2396 , 315 , 315 , 0
2397 , 315 , 315 , 0
2398 , 315 , 315 , 0
2399 , 315 , 315 , 0
2400 , 315 , 315 , 0
2401 , 315 , 315 , 0
2402 , 315 , 315 , 0
2403 , 315 , 315 , 0
2404 , 315 , 315 , 0
2405 , 315 , 315 , 0
2406 , 315 , 315 , 0
2407 , 315 , 315 , 0
2408 , 315 , 315 , 0
2409 , 315 , 315 , 0
2410 , 315 , 315 , 0
2411 , 315 , 315 , 0
2412 , 315 , 315 , 0
2413 , 315 , 315 , 0
2414 , 315 , 315 , 0
2415 , 315 , 315 , 0
2416 , 315 , 315 , 0
2417 , 315 , 315 , 0
2418 , 315 , 315 , 0
2419 , 315 , 315 , 0
2420 , 315 , 315 , 0
2421 , 315 , 315 , 0
2422 , 315 , 315 , 0
2423 , 315 , 315 , 0
2424 , 315 , 315 , 0
2425 , 315 , 315 , 0
2426 , 315 , 315 , 0
2427 , 315 , 315 , 0
2428 , 315 , 315 , 0
2429 , 315 , 315 , 0
2430 , 315 , 315 , 0
2431 , 315 , 315 , 0
2432 , 315 , 315 , 0
2433 , 315 , 315 , 0
2434 , 315 , 315 , 0
2435 , 315 , 315 , 0
2436 , 315 , 315 , 0
2437 , 315 , 315 , 0
2438 , 315 , 315 , 0
2439 , 315 , 315 , 0
2440 , 315 , 315 , 0
2441 , 315 , 315 , 0
2442 , 315 , 315 , 0
2443 , 315 , 315 , 0
2444 , 315 , 315 , 0
2445 , 315 , 315 , 0
2446 , 315 , 315 , 0
2447 , 315 , 315 , 0
2448 , 315 , 315 , 0
2449 , 315 , 315 , 0
2450 , 315 , 315 , 0
2451 , 315 , 315 , 0
2452 , 315 , 315 , 0
2453 , 315 , 315 , 0
2454 , 315 , 315 , 0
2455 , 315 , 315 , 0
2456 , 315 , 315 , 0
2457 , 315 , 315 , 0
2458 , 315 , 315 , 0
2459 , 315 , 315 , 0
2460 , 315 , 315 , 0
2461 , 315 , 315 , 0
2462 , 315 , 315 , 0
2463 , 315 , 315 , 0
2464 , 315 , 315 , 0
2465 , 315 , 315 , 0
2466 , 315 , 315 , 0
2467 , 315 , 315 , 0
2468 , 315 , 315 , 0
2469 , 315 , 315 , 0
2470 , 315 , 315 , 0
2471 , 315 , 315 , 0
2472 , 315 , 315 , 0
2473 , 315 , 315 , 0
2474 , 315 , 315 , 0
2475 , 315 , 315 , 0
2476 , 315 , 315 , 0
2477 , 315 , 315 , 0
2478 , 315 , 315 , 0
2479 , 315 , 315 , 0
2480 , 315 , 315 , 0
2481 , 315 , 315 , 0
2482 , 315 , 315 , 0
2483 , 315 , 315 , 0
2484 , 315 , 315 , 0
2485 , 315 , 315 , 0
2486 , 315 , 315 , 0
2487 , 315 , 315 , 0
2488 , 315 , 315 , 0
2489 , 315 , 315 , 0
2490 , 315 , 315 , 0
2491 , 315 , 315 , 0
2492 , 315 , 315 , 0
2493 , 315 , 315 , 0
2494 , 315 , 315 , 0
2495 , 315 , 315 , 0
2496 , 315 , 315 , 0
2497 , 315 , 315 , 0
2498 , 315 , 315 , 0
2499 , 315 , 315 , 0
2500 , 315 , 315 , 0
2501 , 315 , 315 , 0
2502 , 315 , 315 , 0
2503 , 315 , 315 , 0
2504 , 315 , 315 , 0
2505 , 315 , 315 , 0
2506 , 315 , 315 , 0
2507 , 315 , 315 , 0
2508 , 315 , 315 , 0
2509 , 315 , 315 , 0
2510 , 315 , 315 , 0
2511 , 315 , 315 , 0
2512 , 315 , 315 , 0
2513 , 315 , 315 , 0
2514 , 315 , 315 , 0
2515 , 315 , 315 , 0
2516 , 315 , 315 , 0
2517 , 315 , 315 , 0
2518 , 315 , 315 , 0
2519 , 315 , 315 , 0
2520 , 315 , 315 , 0
2521 , 315 , 315 , 0
2522 , 315 , 315 , 0
2523 , 315 , 315 , 0
2524 , 315 , 315 , 0
2525 , 315 , 315 , 0
2526 , 315 , 315 , 0
2527 , 315 , 315 , 0
2528 , 315 , 315 , 0
2529 , 315 , 315 , 0
2530 , 315 , 315 , 0
2531 , 315 , 315 , 0
2532 , 315 , 315 , 0
2533 , 315 , 315 , 0
2534 , 315 , 315 , 0
2535 , 315 , 315 , 0
2536 , 315 , 315 , 0
2537 , 315 , 315 , 0
2538 , 315 , 315 , 0
2539 , 315 , 315 , 0
2540 , 315 , 315 , 0
2541 , 315 , 315 , 0
2542 , 315 , 315 , 0
2543 , 315 , 315 , 0
2544 , 315 , 315 , 0
2545 , 315 , 315 , 0
2546 , 315 , 315 , 0
2547 , 315 , 315 , 0
2548 , 315 , 315 , 0
2549 , 315 , 315 , 0
2550 , 315 , 315 , 0
2551 , 315 , 315 , 0
2552 , 315 , 315 , 0
2553 , 315 , 315 , 0
2554 , 315 , 315 , 0
2555 , 315 , 315 , 0
2556 , 315 , 315 , 0
2557 , 315 , 315 , 0
2558 , 315 , 315 , 0
